Cuvee_ID,Provenance,statut,Cave_id,Ajouté_le,Emplacement,Prix
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
49,SVI Mars 2017,à boire,3,28/04/2017,,"29,00"
51,Achat Primeur 2020,à boire,1,25/11/2021,,"24,00"
52,Achat Primeur 2020,à boire,1,25/11/2021,,"12,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
57,Achat Primeur 2020,à boire,1,25/11/2021,,"22,00"
58,Achat Primeur 2020,à boire,1,25/11/2021,,"17,50"
59,Cadeau Papa Mai 18,à boire,2,01/06/2018,Clayette 6,"0,00"
66,Achat FAV Monop 2015,à boire,1,21/09/2015,Clayette 5,"14,00"
66,Achat FAV Monop 2015,à boire,1,21/09/2015,Clayette 5,"14,00"
66,Achat FAV Monop 2015,à boire,1,21/09/2015,Clayette 5,"14,00"
66,Achat FAV Monop 2015,à boire,2,21/09/2015,Clayette 5,"14,00"
68,Foire aux vins 2014 (monop),à boire,2,13/09/2014,Clayette 4 & cave,"6,60"
68,Foire aux vins 2014 (monop),à boire,2,13/09/2014,Clayette 4 & cave,"6,60"
72,Achat 1j1v Dec 2015,à boire,1,18/12/2015,,"30,00"
72,Achat 1j1v Dec 2015,à boire,1,18/12/2015,,"30,00"
73,FAV Vente Privée 2018,à boire,1,10/09/2018,Clayette 1,"29,00"
77,Cadeau Nadine Anniversaire 2018,à boire,1,28/07/2018,,"0,00"
78,Vente Privé Aout 2016,à boire,1,16/09/2016,,"32,00"
79,Achat Papa,à boire,1,??,,"0,00"
79,Achat Papa,à boire,2,??,,"0,00"
80,Cadeau JM Hourlier Juillet 2015,à boire,1,20/08/2015,,"0,00"
82,Cadeau Nadine Anniversaire 2018,à boire,1,28/07/2018,,"0,00"
83,Cadeau Nadine Anniversaire 2018,à boire,2,28/07/2018,Clayette 6,"0,00"
84,Cadeau Nadine Anniversaire 2018,à boire,2,28/07/2018,Clayette 7,"0,00"
91,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"13,50"
91,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"13,50"
95,Achat Vente Privée Mars,à boire,2,30/04/2016,,"18,00"
95,Achat Vente Privée Mars,à boire,2,30/04/2016,,"18,00"
96,SVI Nov 2019,à boire,1,29/11/2019,,"21,00"
96,SVI Nov 2019,à boire,1,29/11/2019,,"21,00"
96,SVI Nov 2019,à boire,2,29/11/2019,,"21,00"
97,Cadeau Marraine Anniversaire,à boire,1,10/08/2016,,"0,00"
97,Cadeau Marraine Anniversaire,à boire,1,10/08/2016,,"0,00"
97,Cadeau Marraine Anniversaire,à boire,1,10/08/2016,,"0,00"
97,Cadeau Marraine Anniversaire,à boire,1,10/08/2016,,"0,00"
97,Cadeau Marraine Anniversaire,à boire,2,10/08/2016,,"0,00"
98,Achat 1j1v Avril 2016,à boire,3,11/05/2016,,"23,00"
101,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"14,50"
101,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"14,50"
102,Achat Saumur Fevrier 18,à boire,1,01/03/2018,,"20,00"
106,Achat lot18.Fr Dec,à boire,2,12/12/2013,Clayette 2,"20,00"
108,Foire aux vins monoprix 2018,à boire,2,18/09/2018,Clayette 3,"8,70"
109,Achat WIB Mars 2016,à boire,1,18/03/2016,,"11,00"
109,Achat WIB Mars 2016,à boire,2,18/03/2016,,"11,00"
109,Achat WIB Mars 2016,à boire,2,18/03/2016,,"11,00"
109,Achat WIB Mars 2016,à boire,2,18/03/2016,,"11,00"
110,Cadeau Parents Anniversaire,à boire,1,10/08/2016,,"0,00"
111,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 5,"26,50"
111,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 5,"26,50"
112,Achat FAV Monop 2015,à boire,2,27/09/2015,,"9,30"
112,Achat FAV Monop 2015,à boire,2,27/09/2015,,"9,30"
113,FAV Monop 2016,à boire,1,10/09/2016,Clayette 6,"10,00"
113,FAV Monop 2016,à boire,1,10/09/2016,Clayette 6,"10,00"
114,Achat FAV Monop 2015,à boire,2,11/09/2015,Clayette 6,"23,00"
115,Achat Guillaume Juin 2015,à boire,1,12/06/2015,,"14,00"
115,Achat Guillaume Juin 2015,à boire,2,12/06/2015,,"14,00"
119,Foire aux vins wineandco 2014,à boire,2,17/09/2014,,"30,00"
122,Achat lot18.Fr Mars 2014,à boire,1,18/03/2014,,"30,00"
122,Achat lot18.Fr Mars 2014,à boire,1,18/03/2014,,"30,00"
122,Achat lot18.Fr Mars 2014,à boire,1,18/03/2014,,"30,00"
122,Achat lot18.Fr Mars 2014,à boire,2,18/03/2014,,"30,00"
124,Foire aux vins wineandco 2014,à boire,1,17/09/2014,,"34,00"
125,Achat 1j1v Mars 2016,à boire,2,08/04/2016,"Clayettes 2,4,5","12,00"
125,Achat 1j1v Mars 2016,à boire,2,08/04/2016,"Clayettes 2,4,5","12,00"
129,Achat Lot 18.fr,à boire,2,22/10/2013,Clayette 3 & 7,"9,20"
131,Cadeau Pot depart 2014,à boire,1,19/09/2014,,"0,00"
132,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 5,"41,50"
133,SVI Mars 2018,à boire,2,10/04/2018,,"16,00"
133,SVI Mars 2018,à boire,2,10/04/2018,,"16,00"
134,SVI Mars 2018,à boire,1,10/04/2018,,"12,50"
134,SVI Mars 2018,à boire,1,10/04/2018,,"12,50"
134,SVI Mars 2018,à boire,1,10/04/2018,,"12,50"
134,SVI Mars 2018,à boire,1,10/04/2018,,"12,50"
135,Achat Salon des vignerons Mars 14,à boire,1,30/03/2014,Clayette 6,"23,00"
135,Achat Salon des vignerons Mars 14,à boire,1,30/03/2014,Clayette 6,"23,00"
140,Cadeau JM Hourlier Juillet 2015,à boire,1,20/08/2015,,"0,00"
142,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"15,00"
142,Achat Saumur Fevrier 18,à boire,2,01/03/2018,,"15,00"
143,WIB Jan 15,à boire,1,27/01/2015,,"23,00"
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
144,Cadeau papa noel 2019,à boire,1,06/03/2019,,
150,Achat 1j1v Fevrier 19,à boire,1,20/02/2019,,"26,00"
151,Achat 1j1v Mai 2016,à boire,3,01/06/2016,,"17,00"
152,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
153,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
153,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
153,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
158,Anniversaire Hourlier 2014,à boire,1,24/07/2014,,"0,00"
158,Anniversaire Hourlier 2014,à boire,2,24/07/2014,,"0,00"
159,Noël Hourlier 2012,à boire,1,24/12/2012,,"0,00"
160,SVI Dec 21,à boire,2,02/12/2021,,"13,00"
164,Achat 1j1v Dec 2015,à boire,1,18/12/2015,,"34,00"
166,Achat 1j1v Oct 2017,à boire,1,01/10/2017,Clayette 2,"32,00"
166,Achat 1j1v Oct 2017,à boire,1,01/10/2017,Clayette 2,"32,00"
167,Achat Guillaume Aout,à boire,1,15/10/2016,,"22,00"
167,Achat Guillaume Aout,à boire,2,15/10/2016,,"22,00"
168,FAV Monop 2016,à boire,1,10/09/2016,,"22,00"
169,Achat Papa Mars 21,à boire,1,31/03/2021,,"9,50"
169,Achat Papa Mars 21,à boire,2,31/03/2021,,"9,50"
170,Achat Papa,à boire,1,22/02/2016,,"14,00"
170,Achat Papa,à boire,2,22/02/2016,,"14,00"
176,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
176,SVI Nov 2019,à boire,2,29/11/2019,,"14,00"
177,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
177,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
179,Achat UnP St Emilion Avril 14,à boire,2,16/04/2014,Clayette 3,"15,00"
180,Achat 1j1v Avril 2018,à boire,1,25/04/2018,,"60,00"
182,Cadeau papa Juillet 21,à boire,2,25/07/2021,Clayette 3,"12,00"
189,Achat EVG Vincent,à boire,3,28/05/2016,,"9,10"
189,Achat EVG Vincent,à boire,3,28/05/2016,,"9,10"
191,fav Vente Privée 2016,à boire,2,15/10/2016,Clayette 6,"7,00"
192,FAV Vente Privée 2017,à boire,2,,,"30,00"
195,Achat Papa Aout 2021,à boire,1,,,"6,50"
195,Achat Papa Aout 2021,à boire,1,,,"6,50"
195,Achat Papa Aout 2021,à boire,1,,,"6,50"
199,Achat lot18.fr Nov,à boire,2,05/11/2014,Clayette 6,"29,00"
207,Achat 1j1v Mai 2016,à boire,3,01/06/2016,,"11,00"
207,Achat 1j1v Mai 2016,à boire,3,01/06/2016,,"11,00"
207,Achat 1j1v Mai 2016,à boire,3,01/06/2016,,"11,00"
207,Achat 1j1v Mai 2016,à boire,3,01/06/2016,,"11,00"
209,Achat Guillaume Aout,à boire,1,15/10/2016,Clayette 1,"22,00"
216,SVI Dec 21,à boire,2,02/12/2021,Clayette 4,"13,50"
216,SVI Dec 21,à boire,2,02/12/2021,Clayette 4,"13,50"
216,SVI Dec 21,à boire,2,02/12/2021,Clayette 4,"13,50"
217,SVI Dec 21,à boire,2,02/12/2021,,"12,00"
217,SVI Dec 21,à boire,2,02/12/2021,,"12,00"
217,SVI Dec 21,à boire,2,02/12/2021,,"12,00"
218,SVI Dec 21,à boire,2,02/12/2021,,"15,00"
218,SVI Dec 21,à boire,2,02/12/2021,,"15,00"
219,SVI Mars 2018,à boire,1,10/04/2018,,"17,00"
219,SVI Mars 2018,à boire,1,10/04/2018,,"17,00"
219,SVI Mars 2018,à boire,2,10/04/2018,,"17,00"
221,Foire aux vins wineinblack 2014,à boire,2,08/09/2014,Clayette 7,"17,00"
223,SVI Dec 21,à boire,1,02/12/2021,,"9,00"
223,SVI Dec 21,à boire,1,02/12/2021,,"9,00"
223,SVI Dec 21,à boire,1,02/12/2021,,"9,00"
223,SVI Dec 21,à boire,2,02/12/2021,,"9,00"
223,SVI Dec 21,à boire,2,02/12/2021,,"9,00"
223,SVI Dec 21,à boire,2,02/12/2021,,"9,00"
224,Achat Vinymer 2015,à boire,3,06/08/2015,,"13,00"
224,Achat Vinymer 2015,à boire,3,06/08/2015,,"13,00"
224,Achat Vinymer 2015,à boire,3,06/08/2015,,"13,00"
226,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 1,"28,00"
226,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 1,"28,00"
227,Vente Privée Aout 2019,à boire,2,14/09/2019,Clayette 5,"16,00"
234,Achat Vouvray Avril 2013,à boire,2,10/08/2013,Clayette 5,"0,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"7,00"
235,Achat Soirée Mimile 2020,à boire,2,14/07/2020,,"7,00"
238,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 1,"21,50"
238,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 1,"21,50"
238,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 1,"21,50"
240,Achat Vinymer 2015,à boire,3,06/08/2015,,"7,00"
241,Achat Vinymer 2015,à boire,3,06/08/2015,Clayette 1,"9,70"
247,Cadeau Noël Hourlier 2015,à boire,3,26/12/2015,,"0,00"
248,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
248,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
248,SVI Nov 2019,à boire,1,29/11/2019,,"14,00"
251,SVI Nov 2019,à boire,2,29/11/2019,Clayette 1,"35,00"
255,Tarasteix,à boire,1,24/07/2012,Clayette 2,"0,00"
255,Tarasteix,à boire,1,24/07/2012,Clayette 2,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
256,Tarasteix,à boire,1,24/07/2014,,"0,00"
259,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"25,00"
259,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"25,00"
259,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"25,00"
259,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"25,00"
259,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"25,00"
260,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"31,50"
260,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"31,50"
260,Achat 1j1v Jan 18,à boire,1,25/04/2018,,"31,50"
261,Cadeau Camille H. 2020,à boire,2,28/08/2020,Clayette 1,"0,00"
262,SVI Dec 21,à boire,2,02/12/2021,,
262,SVI Dec 21,à boire,2,02/12/2021,,
263,SVI Dec 21,à boire,1,02/12/2021,,"14,00"
263,SVI Dec 21,à boire,1,02/12/2021,,"14,00"
263,SVI Dec 21,à boire,1,02/12/2021,,"14,00"
263,SVI Dec 21,à boire,2,02/12/2021,,"14,00"
263,SVI Dec 21,à boire,2,02/12/2021,,"14,00"
263,SVI Dec 21,à boire,2,02/12/2021,,"14,00"
264,SVI Dec 21,à boire,2,02/12/2021,,"13,00"
264,SVI Dec 21,à boire,2,02/12/2021,,"13,00"
264,SVI Dec 21,à boire,2,02/12/2021,,"13,00"
267,Achat 1j1v 24 Fevrier 2016,à boire,3,29/04/2016,,"16,50"
267,Achat 1j1v 24 Fevrier 2016,à boire,2,29/04/2016,,"16,50"
271,Achat Guillaume,à boire,1,02/12/2017,Clayete 1,"21,00"
271,Achat Guillaume,à boire,2,02/12/2017,Clayete 1,"21,00"
273,Achat Guillaume,à boire,1,02/12/2017,Clayete 1,"21,00"
273,Achat Guillaume,à boire,1,02/12/2017,Clayete 1,"21,00"
274,Achat Guillaume,à boire,1,02/12/2017,Clayette 2 & 4,"22,00"
274,Achat Guillaume,à boire,1,02/12/2017,Clayette 2 & 4,"22,00"
274,Achat Guillaume,à boire,1,02/12/2017,Clayette 2 & 4,"22,00"
275,Achat Guillaume,à boire,1,02/12/2017,Clayette 2 & 4,"22,00"
275,Achat Guillaume,à boire,1,02/12/2017,Clayette 2 & 4,"22,00"
278,Achat Vinymer 2015,à boire,3,06/08/2015,,"14,00"
278,Achat Vinymer 2015,à boire,3,06/08/2015,,"14,00"
278,Achat Vinymer 2015,à boire,3,06/08/2015,,"14,00"
279,Achat 1j1v Fev 2016,à boire,2,06/08/2015,Clayette 1,"16,00"
280,Achat Vinymer 2015,à boire,3,06/08/2015,,"10,00"
280,Achat Vinymer 2015,à boire,3,06/08/2015,,"10,00"
280,Achat Vinymer 2015,à boire,2,06/08/2015,,"10,00"
282,Cadeau papa Mars 2021,à boire,1,31/03/2021,,"0,00"
283,Cadeau papa Mars 2021,à boire,1,31/03/2021,,"0,00"
286,WE Sancerre Mai 2015,à boire,3,08/05/2015,,"18,00"
289,SVI Mars 2018,à boire,1,10/04/2018,,"28,50"
289,SVI Mars 2018,à boire,1,10/04/2018,,"28,50"
290,Origine Inconnue,à boire,2,,,
294,SVI Mars 2018,à boire,2,10/04/2018,,"6,50"
295,SVI Nov 2019,à boire,1,29/11/2019,,"24,00"
295,SVI Nov 2019,à boire,2,29/11/2019,,"24,00"
295,SVI Nov 2019,à boire,2,29/11/2019,,"24,00"
295,SVI Nov 2019,à boire,2,29/11/2019,,"24,00"
298,SVI Dec 21,à boire,1,02/12/2021,,"10,00"
298,SVI Dec 21,à boire,1,02/12/2021,,"10,00"
298,SVI Dec 21,à boire,1,02/12/2021,,"10,00"
298,SVI Dec 21,à boire,2,02/12/2021,,"10,00"
301,Salon des VI Mars 2015,à boire,2,29/03/2015,Clayette 7,"9,00"
302,Salon des VI Mars 2015,à boire,2,29/03/2015,,"16,00"
303,Achat Papa Été 2020,à boire,1,01/08/2020,,"17,50"
303,Achat Papa Été 2020,à boire,1,01/08/2020,,"17,50"
303,Achat Papa Été 2020,à boire,1,01/08/2020,,"17,50"
309,Achat papa,à boire,3,01/02/2020,Clayette 1,"12,00"
309,Achat papa,à boire,3,01/02/2020,Clayette 1,"12,00"
309,Achat papa,à boire,3,01/02/2020,Clayette 1,"12,00"
311,Cadeau Grands Parents Hourlier Noël 2016,à boire,3,24/12/2016,,"0,00"
313,Foire aux vins 2014 (monop),à boire,1,10/09/2014,,"20,00"
313,Foire aux vins 2014 (monop),à boire,1,10/09/2014,,"20,00"
313,Foire aux vins 2014 (monop),à boire,1,10/09/2014,,"20,00"
318,Achat Nov 2013,à boire,3,01/11/2013,,"30,00"
318,Achat Nov 2013,à boire,3,01/11/2013,,"30,00"
318,Achat Nov 2013,à boire,3,01/11/2013,,"30,00"
318,Achat Nov 2013,à boire,2,01/11/2013,,"30,00"
320,SVI Dec 21,à boire,1,02/12/2021,,"15,50"
320,SVI Dec 21,à boire,1,02/12/2021,,"15,50"
320,SVI Dec 21,à boire,1,02/12/2021,,"15,50"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50"
321,SVI Mars 2018,à boire,1,10/04/2018,,"17,10"
321,SVI Mars 2018,à boire,1,10/04/2018,,"17,10"
322,SVI Mars 2018,à boire,2,10/04/2018,,"12,00"
325,Cadeau Hourlier Anniversaire,à boire,2,01/08/2016,,"0,00"
329,Origine Inconnue,à boire,2,,,
333,Cadeau JM Hourlier Juillet 2015,à boire,2,20/08/2015,,"0,00"
335,SVI Nov 2019,à boire,2,29/11/2019,,"12,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,,"14,00"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,,"14,00"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,,"14,00"
340,Achat venteprivée Nov 2016,à boire,2,14/11/2016,Clayette 4,"37,00"
341,Achat venteprivée Nov 2016,à boire,2,14/11/2016,Clayette 4,"20,00"
345,Achat 1j1V Aout 2015,à boire,2,18/09/2015,Clayette 1,"19,00"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00"
356,SVI Mars 22,à boire,2,19/03/2022,,"17,00"
359,Achat 1j1v Avril 2016,à boire,3,15/04/2016,,"14,00"
359,Achat 1j1v Avril 2016,à boire,3,15/04/2016,,"14,00"
359,Achat 1j1v Avril 2016,à boire,3,15/04/2016,,"14,00"
360,Achat 1j1v Avril 2018,à boire,2,25/04/2018,,"14,50"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00"
362,Achat Angers Oct 17,à boire,2,27/10/2017,,"5,50"
363,Achat Angers Oct 17,à boire,2,27/10/2017,,"7,00"
363,Achat Angers Oct 17,à boire,2,27/10/2017,,"7,00"
369,Soirée 2013,à boire,2,12/07/2013,,"0,00"
372,Achat Papa Aout 2018,à boire,2,,,"0,00"
374,Achat Papa Aout 2018,à boire,1,,,"0,00"
379,Achat Papa Aout 2018,à boire,1,,,"0,00"
379,Achat Papa Aout 2018,à boire,1,,,"0,00"
384,Achat 1j1v Dec 2017,à boire,1,,,"28,00"
384,Achat 1j1v Dec 2017,à boire,1,,,"28,00"
385,Achat 1j1v Dec 2017,à boire,1,,,"35,00"
386,Achat 1j1v Dec 2017,à boire,1,,,"30,00"
386,Achat 1j1v Dec 2017,à boire,1,,,"30,00"
387,Cadeau Papa Juillet 2015,à boire,1,12/09/2015,,"0,00"
390,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
390,Achat Soirée Mimile 2020,à boire,3,14/07/2020,,"12,00"
391,Achat 1j1v Dec 2015,à boire,1,,Clayette 6,"16,00"
394,SVI Nov 2016,à boire,3,25/11/2016,,"34,00"
394,SVI Nov 2016,à boire,3,25/11/2016,,"34,00"
394,SVI Nov 2016,à boire,3,25/11/2016,,"34,00"
394,SVI Nov 2016,à boire,3,25/11/2016,,"34,00"
394,SVI Nov 2016,à boire,2,25/11/2016,,"34,00"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00"
401,Achat Papa Septembre 2014,à boire,1,01/09/2014,,"4,50"
403,Achat Papa Septembre 2014,à boire,2,01/09/2014,Clayette 5,"4,50"
404,Thomas é Alicia,à boire,2,,,
407,Cadeau Noël Hourlier 2015,à boire,3,26/12/2015,,"0,00"
410,Achat Guillaume,à boire,2,30/11/2014,Clayette 2,"16,00"
414,Achat Papa Mars 21,à boire,1,31/03/2021,,"15,00"
414,Achat Papa Mars 21,à boire,1,31/03/2021,,"15,00"
414,Achat Papa Mars 21,à boire,1,31/03/2021,,"15,00"
414,Achat Papa Mars 21,à boire,1,31/03/2021,,"15,00"
414,Achat Papa Mars 21,à boire,1,31/03/2021,,"15,00"
415,Cadeau Noel Julien & Elise,à boire,2,01/01/2022,,
416,Achat Vinymer 2015,à boire,3,06/08/2015,,"7,00"
416,Achat Vinymer 2015,à boire,3,06/08/2015,,"7,00"
419,Foire aux vins monoprix 2019,à boire,2,29/09/2019,,"20,00"
420,Achat 1j1v Mars 2016,à boire,2,08/04/2016,Clayette 6,"20,00"
422,Cadeau Julien,à boire,2,01/10/2017,,
424,Fete 2014,à boire,2,08/09/2014,,"0,00"
425,Achat 1j1v Fevrier 19,à boire,2,20/02/2019,,"41,50"
426,SVI Nov 2019,à boire,2,29/11/2019,,"22,50"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
429,Commande Hourlier Nov,à boire,3,15/01/2015,,"12,00"
430,Commande Hourlier Nov,à boire,3,15/01/2015,,"16,00"
431,SVI Nov 2016,à boire,2,25/11/2016,,"16,00"
433,FAV Vente Privée 2017,à boire,1,,,"22,00"
433,FAV Vente Privée 2017,à boire,2,,,"22,00"
433,FAV Vente Privée 2017,à boire,2,,,"22,00"
439,Achat Papa Fev 2016,à boire,2,20/02/2016,,"8,00"
441,Achat Papa Oct 2017,à boire,1,01/10/2017,,"17,00"
441,Achat Papa Oct 2017,à boire,1,01/10/2017,,"17,00"
441,Achat Papa Oct 2017,à boire,2,01/10/2017,,"17,00"
443,Achat Papa Aout 2018,à boire,1,,,"6,50"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50"
453,SVI Mars 22,à boire,2,19/03/2022,,"26,00"
453,SVI Mars 22,à boire,2,19/03/2022,,"26,00"
455,SVI Nov 2019,à boire,1,29/11/2019,,"12,50"
455,SVI Nov 2019,à boire,1,29/11/2019,,"12,50"
455,SVI Nov 2019,à boire,2,29/11/2019,,"12,50"
456,SVI Nov 2019,à boire,1,29/11/2019,,"14,50"
456,SVI Nov 2019,à boire,1,29/11/2019,,"14,50"
462,fav Vente Privée 2016,à boire,2,,Clayettes 3 & 4,"23,00"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40"
464,SVI Dec 21,à boire,2,02/12/2021,,"23,40"
465,SVI Dec 21,à boire,1,02/12/2021,,"26,80"
465,SVI Dec 21,à boire,1,02/12/2021,,"26,80"
467,SVI Mars 22,à boire,2,19/03/2022,,"19,00"
467,SVI Mars 22,à boire,2,19/03/2022,,"19,00"
